Id,Predicted
1,1
2,1
3,1
4,1
5,0
6,0
7,0
8,1
9,0
10,1
11,1
12,1
13,0
14,1
15,1
16,1
17,0
18,0
19,1
20,0
21,1
22,0
23,1
24,1
25,0
26,1
27,0
28,1
29,1
30,1
31,1
32,1
33,0
34,0
35,1
36,0
37,0
38,0
39,0
40,1
41,1
42,1
43,1
44,0
45,1
46,1
47,1
48,0
49,1
50,1
51,0
52,0
53,0
54,1
55,1
56,1
57,0
58,1
59,1
60,1
61,1
62,0
63,1
64,1
65,1
66,1
67,0
68,0
69,1
70,0
71,1
72,0
73,1
74,1
75,1
76,0
77,1
78,0
79,0
80,1
81,1
82,1
83,0
84,1
85,0
86,0
87,1
88,1
89,1
90,0
91,1
92,0
93,0
94,0
95,1
96,1
97,1
98,1
99,0
100,1
101,1
102,1
103,0
104,0
105,1
106,1
107,0
108,0
109,0
110,1
111,1
112,1
113,0
114,0
115,0
116,1
117,1
118,1
119,1
120,1
121,0
122,1
123,0
124,1
125,1
126,0
127,0
128,1
129,1
130,1
131,0
132,0
133,1
134,1
135,1
136,1
137,1
138,0
139,1
140,1
141,1
142,0
143,0
144,0
145,1
146,0
147,1
148,0
149,1
150,0
151,0
152,0
153,0
154,0
155,0
156,1
157,1
158,1
159,1
160,1
161,0
162,0
163,0
164,0
165,1
166,0
167,1
168,1
169,0
170,0
171,1
172,1
173,1
174,1
175,1
176,0
177,1
178,1
179,1
180,1
181,1
182,0
183,1
184,0
185,1
186,1
187,0
188,0
189,0
190,1
191,0
192,1
193,1
194,1
195,1
196,0
197,1
198,0
199,1
200,1
201,0
202,0
203,1
204,0
205,0
206,0
207,1
208,1
209,0
210,0
211,1
212,1
213,1
214,1
215,1
216,1
217,0
218,1
219,1
220,0
221,1
222,0
223,1
224,1
225,0
226,0
227,0
228,1
229,0
230,0
231,1
232,0
233,1
234,0
235,1
236,1
237,0
238,1
239,1
240,1
241,1
242,0
243,1
244,0
245,1
246,0
247,1
248,0
249,1
250,0
251,0
252,0
253,0
254,0
255,1
256,1
257,0
258,0
259,0
260,0
261,0
262,1
263,0
264,1
265,1
266,1
267,0
268,1
269,0
270,0
271,1
272,0
273,1
274,1
275,0
276,1
277,1
278,0
279,0
280,0
281,0
282,1
283,0
284,0
285,0
286,1
287,1
288,1
289,0
290,0
291,1
292,0
293,1
294,1
295,0
296,1
297,0
298,0
299,0
300,1
301,1
302,1
303,1
304,1
305,0
306,0
307,1
308,0
309,1
310,1
311,1
312,1
313,0
314,1
315,1
316,1
317,1
318,0
319,0
320,0
321,1
322,1
323,1
324,0
325,1
326,1
327,0
328,0
329,1
330,1
331,1
332,1
333,1
334,0
335,1
336,0
337,1
338,1
339,0
340,1
341,1
342,1
343,1
344,1
345,0
346,1
347,1
348,0
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,0
358,1
359,0
360,1
361,0
362,1
363,1
364,1
365,1
366,1
367,1
368,0
369,0
370,0
371,0
372,0
373,1
374,1
375,1
376,0
377,0
378,1
379,1
380,1
381,1
382,0
383,1
384,0
385,0
386,0
387,1
388,0
389,0
390,0
391,0
392,1
393,1
394,0
395,0
396,1
397,0
398,0
399,1
400,1
401,0
402,0
403,1
404,0
405,1
406,1
407,1
408,1
409,0
410,1
411,0
412,0
413,0
414,1
415,1
416,1
417,0
418,0
419,1
420,0
421,1
422,0
423,0
424,1
425,0
426,1
427,1
428,0
429,1
430,1
431,0
432,0
433,0
434,0
435,1
436,1
437,1
438,0
439,1
440,0
441,1
442,0
443,0
444,1
445,0
446,1
447,0
448,1
449,1
450,0
451,0
452,1
453,1
454,1
455,0
456,1
457,0
458,1
459,1
460,1
461,1
462,1
463,1
464,0
465,1
466,0
467,0
468,1
469,1
470,0
471,0
472,0
473,1
474,1
475,0
476,0
477,1
478,0
479,1
480,0
481,1
482,1
483,1
484,0
485,1
486,0
487,0
488,1
489,0
490,1
491,0
492,0
493,0
494,0
495,1
496,0
497,0
498,0
499,0
500,1
501,0
502,1
503,1
504,0
505,1
506,1
507,1
508,1
509,0
510,0
511,0
512,0
513,1
514,1
515,1
516,0
517,1
518,0
519,0
520,1
521,1
522,1
523,1
524,1
525,0
526,0
527,1
528,0
529,1
530,1
531,0
532,1
533,1
534,0
535,1
536,1
537,0
538,1
539,0
540,0
541,1
542,1
543,0
544,1
545,1
546,0
547,0
548,1
549,0
550,0
551,1
552,0
553,0
554,0
555,0
556,0
557,1
558,0
559,0
560,1
561,1
562,1
563,1
564,0
565,1
566,1
567,1
568,0
569,1
570,0
571,0
572,1
573,0
574,1
575,1
576,0
577,0
578,0
579,0
580,1
581,1
582,1
583,1
584,1
585,1
586,0
587,1
588,0
589,1
590,1
591,1
592,0
593,0
594,1
595,0
596,1
597,0
598,1
599,1
600,0
601,1
